year,date,name,acres,latitude,longitude,burn_type,treatment_type,county_unit_ID,county,source,fire_type
2019,7/25/2019,COW,1996,36.287,-118.209,,,,Tulare,MTBS,WILDFIRE
2020,9/14/2020,FOX,2172,41.236,-122.855,,,,Siskiyou,MTBS,WILDFIRE
2020,7/22/2020,CALDWELL,81870,41.737,-121.456,,,,Siskiyou,MTBS,WILDFIRE
2020,9/9/2020,DEVIL,9055,41.93,-123.238,,,,Siskiyou,MTBS,WILDFIRE
2020,7/28/2020,RED SALMON COMPLEX,147535,41.114,-123.409,,,,Trinity,MTBS,WILDFIRE
2020,9/8/2020,SLATER,157784,41.932,-123.539,,,,Siskiyou,MTBS,WILDFIRE
2020,7/23/2020,DALTON,1640,41.725,-121.062,,,,Modoc,MTBS,WILDFIRE
2020,7/22/2020,ALLEN,1242,41.359,-121.073,,,,Modoc,MTBS,WILDFIRE
2020,8/18/2020,W-5 COLD SPRINGS,84024,41.115,-120.105,,,,Lassen,MTBS,WILDFIRE
2020,8/1/2020,POND,2041,35.391,-120.432,,,,San Luis Obispo,MTBS,WILDFIRE
2020,7/25/2020,BLUEJAY,7016,37.842,-119.606,,,,Mariposa,MTBS,WILDFIRE
2020,9/5/2020,CREEK,381441,37.317,-119.214,,,,Fresno,MTBS,WILDFIRE
2020,8/19/2020,CASTLE,174424,36.234,-118.574,,,,Tulare,MTBS,WILDFIRE
2020,8/16/2020,RATTLESNAKE,9090,36.44,-118.417,,,,Tulare,MTBS,WILDFIRE
2020,6/16/2020,WALKER,1548,38.071,-120.709,,,,Calaveras,MTBS,WILDFIRE
2020,6/28/2020,PASS,2250,37.048,-121.166,,,,Merced,MTBS,WILDFIRE
2020,8/18/2020,SALT,1869,37.996,-120.752,,,,Calaveras,MTBS,WILDFIRE
2020,8/20/2020,MOC,3152,37.788,-120.268,,,,Tuolumne,MTBS,WILDFIRE
2020,6/6/2020,QUAIL,1843,38.475,-122.019,,,,Solano,MTBS,WILDFIRE
2020,6/12/2020,GRANT,5188,38.569,-121.158,,,,Sacramento,MTBS,WILDFIRE
2020,9/9/2020,WILLOW,1305,39.373,-121.332,,,,Yuba,MTBS,WILDFIRE
2020,11/17/2020,LAURA 2,3098,40.064,-120.081,,,,Lassen,MTBS,WILDFIRE
2020,6/9/2020,INDIA,24193,33.404,-117.424,,,,San Diego,MTBS,WILDFIRE
2020,12/1/2020,AIRPORT,1623,33.903,-117.625,,,,Riverside,MTBS,WILDFIRE
2020,8/21/2020,COLES FLAT,41143,36.074,-117.606,,,,Inyo,MTBS,WILDFIRE
2020,12/24/2020,CREEK 5,4404,33.374,-117.287,,,,San Diego,MTBS,WILDFIRE
2020,7/1/2020,BENA,3117,35.306,-118.655,,,,Kern,MTBS,WILDFIRE
2020,7/5/2020,SOLEDAD,1656,34.453,-118.337,,,,Los Angeles,MTBS,WILDFIRE
2020,7/13/2020,MINERAL,29901,36.165,-120.553,,,,Fresno,MTBS,WILDFIRE
2020,8/12/2020,LAKE,30971,34.686,-118.561,,,,Los Angeles,MTBS,WILDFIRE
2020,8/17/2020,HOLSER,2355,34.457,-118.733,,,,Ventura,MTBS,WILDFIRE
2020,9/5/2020,VALLEY,16517,32.738,-116.69,,,,San Diego,MTBS,WILDFIRE
2020,9/17/2020,SNOW,6468,33.869,-116.682,,,,Riverside,MTBS,WILDFIRE
2020,10/26/2020,BLUE RIDGE,13869,33.915,-117.704,,,,San Bernardino,MTBS,WILDFIRE
2020,8/30/2020,SLINK,26437,38.521,-119.57,,,,Alpine,MTBS,WILDFIRE
2020,9/8/2020,FORK,1700,38.984,-120.426,,,,El Dorado,MTBS,WILDFIRE
2020,10/26/2020,SILVERADO,12515,33.715,-117.7,,,,Orange,MTBS,WILDFIRE
2020,12/3/2020,BOND,6627,33.74,-117.669,,,,Orange,MTBS,WILDFIRE
2020,8/14/2020,LOYALTON,45484,39.702,-120.118,,,,Sierra,MTBS,WILDFIRE
2020,7/15/2020,COYOTE,1557,36.675,-121.002,,,,San Benito,MTBS,WILDFIRE
2020,8/19/2020,DOLAN,124382,36.073,-121.468,,,,Monterey,MTBS,WILDFIRE
2020,9/8/2020,BULLFROG,1168,37.127,-119.022,,,,Fresno,MTBS,WILDFIRE
2020,9/6/2020,BOBCAT,115728,34.325,-117.936,,,,Los Angeles,MTBS,WILDFIRE
2020,8/17/2020,BEACH,3630,37.933,-118.984,,,,Mono,MTBS,WILDFIRE
2020,8/11/2020,WOLF,2289,37.883,-119.618,,,,Tuolumne,MTBS,WILDFIRE
2020,8/17/2020,NORTH COMPLEX,316556,39.725,-121.127,,,,Plumas,MTBS,WILDFIRE
2020,8/13/2020,RANCH2,4490,34.194,-117.908,,,,Los Angeles,MTBS,WILDFIRE
2020,8/15/2020,DOME,43628,35.302,-115.589,,,,San Bernardino,MTBS,WILDFIRE
2020,5/31/2020,SCORPION,1391,34.035,-119.542,,,,Santa Barbara,MTBS,WILDFIRE
2020,6/22/2020,IVANPAH,1021,35.191,-115.184,,,,San Bernardino,MTBS,WILDFIRE
2020,6/10/2020,SODA,1766,35.33,-119.95,,,,San Luis Obispo,MTBS,WILDFIRE
2020,6/22/2020,GRADE,1119,36.552,-119.172,,,,Tulare,MTBS,WILDFIRE
2020,7/28/2020,BRANCH,3305,35.296,-120.023,,,,San Luis Obispo,MTBS,WILDFIRE
2020,8/21/2020,MORAINE,1204,36.728,-118.549,,,,Tulare,MTBS,WILDFIRE
2020,8/15/2020,HILLS,1994,35.978,-120.303,,,,Fresno,MTBS,WILDFIRE
2020,5/3/2020,FIVE,2034,36.037,-120.055,,,,Kings,MTBS,WILDFIRE
2020,7/18/2020,HOG,9717,40.424,-120.813,,,,Lassen,MTBS,WILDFIRE
2020,8/17/2020,SHEEP,29150,40.316,-120.69,,,,Lassen,MTBS,WILDFIRE
2020,8/24/2020,12-Jan,1063,39.976,-121.584,,,,Butte,MTBS,WILDFIRE
2020,9/27/2020,GLASS,68020,38.552,-122.548,,,,Napa,MTBS,WILDFIRE
2020,8/17/2020,HENNESSEY,314241,38.623,-122.283,,,,Napa,MTBS,WILDFIRE
2020,8/17/2020,AUGUST COMPLEX,1068802,39.94,-123.03,,,,Mendocino,MTBS,WILDFIRE
2020,12/13/2020,SANDERSON,2008,33.9,-117.059,,,,Riverside,MTBS,WILDFIRE
2020,7/31/2020,APPLE,32374,34.032,-116.867,,,,Riverside,MTBS,WILDFIRE
2020,9/5/2020,EL DORADO,22300,34.081,-116.958,,,,San Bernardino,MTBS,WILDFIRE
2020,8/17/2020,MEYERS,2460,38.504,-123.204,,,,Sonoma,MTBS,WILDFIRE
2020,8/17/2020,WALLBRIDGE,55194,38.62,-123.007,,,,Sonoma,MTBS,WILDFIRE
2020,7/20/2020,GOLD,21623,41.06,-120.815,,,,Lassen,MTBS,WILDFIRE
2020,8/16/2020,CZU AUG LIGHTNING,85894,37.146,-122.216,,,,Santa Cruz,MTBS,WILDFIRE
2020,8/16/2020,SCU LIGHTNING COMPLEX,405787,37.493,-121.5,,,,Alameda,MTBS,WILDFIRE
2020,8/3/2020,STAGECOACH,7713,35.454,-118.479,,,,Kern,MTBS,WILDFIRE
2020,8/18/2020,WOODWARD,4952,38.024,-122.825,,,,Marin,MTBS,WILDFIRE
2020,11/17/2020,MOUNTAIN VIEW,14416,38.563,-119.386,,,,Mono,MTBS,WILDFIRE
2020,8/18/2020,CARMEL,7299,36.421,-121.652,,,,Monterey,MTBS,WILDFIRE
2020,7/28/2020,JUNCTION RANCH,9337,36.022,-117.458,,,,Inyo,MTBS,WILDFIRE
2020,9/27/2020,ZOGG,56941,40.422,-122.62,,,,Shasta,MTBS,WILDFIRE
2020,8/16/2020,RIVER,51582,36.487,-121.568,,,,Monterey,MTBS,WILDFIRE
2020,7/5/2020,CREWS,5802,37.015,-121.46,,,,Santa Clara,MTBS,WILDFIRE
2021,5/1/2021,SOUTHERN,5525,32.98,-116.462,,,,San Diego,MTBS,WILDFIRE
2021,8/28/2021,CHAPARRAL,1601,33.492,-117.38,,,,San Diego,MTBS,WILDFIRE
2021,6/17/2021,MOJAVE,2499,35.363,-115.767,,,,San Bernardino,MTBS,WILDFIRE
2021,6/27/2021,SHELL,2048,34.903,-118.906,,,,Kern,MTBS,WILDFIRE
2021,5/30/2021,SARGENTS,1231,36.01,-120.771,,,,Monterey,MTBS,WILDFIRE
2021,6/18/2021,WILLOW,3090,36.208,-121.545,,,,Monterey,MTBS,WILDFIRE
2021,5/15/2021,PALISADES,1369,34.097,-118.57,,,,Los Angeles,MTBS,WILDFIRE
2021,7/20/2021,PEAK,2317,35.421,-118.41,,,,Kern,MTBS,WILDFIRE
2021,10/11/2021,ALISAL,17677,34.493,-120.111,,,,Santa Barbara,MTBS,WILDFIRE
2021,6/18/2021,NETTLE,1372,36.005,-118.761,,,,Tulare,MTBS,WILDFIRE
2021,8/18/2021,FRENCH,27331,35.696,-118.567,,,,Kern,MTBS,WILDFIRE
2021,8/15/2021,WALKERS,9011,36.307,-118.546,,,,Tulare,MTBS,WILDFIRE
2021,9/10/2021,WINDY,97831,35.972,-118.606,,,,Tulare,MTBS,WILDFIRE
2021,9/12/2021,KNP COMPLEX,89960,36.578,-118.802,,,,Tulare,MTBS,WILDFIRE
2021,8/4/2021,RIVER,2706,39.115,-120.979,,,,Nevada,MTBS,WILDFIRE
2021,8/29/2021,KNOB,2478,40.906,-123.626,,,,Humboldt,MTBS,WILDFIRE
2021,6/30/2021,SALT,12593,40.908,-122.364,,,,Shasta,MTBS,WILDFIRE
2021,7/14/2021,DIXIE,979795,40.323,-120.865,,,,Lassen,MTBS,WILDFIRE
2021,5/1/2021,OWENS,1548,35.7,-117.91,,,,Kern,MTBS,WILDFIRE
2021,6/25/2021,LAVA,26287,41.495,-122.276,,,,Siskiyou,MTBS,WILDFIRE
2021,6/28/2021,TENNANT,11738,41.717,-122.044,,,,Siskiyou,MTBS,WILDFIRE
2021,7/31/2021,HAYPRESS,204549,41.12,-122.983,,,,Siskiyou,MTBS,WILDFIRE
2021,8/1/2021,ANTELOPE,141960,41.64,-121.769,,,,Siskiyou,MTBS,WILDFIRE
2021,7/31/2021,CRONAN,7609,41.304,-123.244,,,,Siskiyou,MTBS,WILDFIRE
2021,7/12/2021,DEXTER,2977,37.814,-118.875,,,,Mono,MTBS,WILDFIRE
2021,8/15/2021,CALDOR,226583,38.724,-120.29,,,,El Dorado,MTBS,WILDFIRE
2021,7/2/2021,SUGAR,108368,39.957,-120.181,,,,Plumas,MTBS,WILDFIRE
2021,7/4/2021,TAMARACK,70171,38.706,-119.712,,,,Alpine,MTBS,WILDFIRE
2021,6/25/2021,HENRY,1316,38.465,-119.859,,,,Alpine,MTBS,WILDFIRE
2021,7/1/2021,EAST FORK,1184,38.764,-119.734,,,,Alpine,MTBS,WILDFIRE
2021,7/31/2021,TILTILL,2829,38.002,-119.699,,,,Tuolumne,MTBS,WILDFIRE
2021,7/11/2021,RIVER,10183,37.332,-119.823,,,,Madera,MTBS,WILDFIRE
2021,9/22/2021,FAWN,9087,40.718,-122.283,,,,Shasta,MTBS,WILDFIRE
2021,7/31/2021,MONUMENT,226125,40.72,-123.261,,,,Trinity,MTBS,WILDFIRE
2021,7/30/2021,MCFARLAND,121554,40.278,-122.919,,,,Tehama,MTBS,WILDFIRE
2021,8/1/2021,MCCASH,95762,41.553,-123.343,,,,Siskiyou,MTBS,WILDFIRE
