year,date,name,acres,latitude,longitude,burn_type,treatment_type,county_unit_ID,county,source,fire_type
1984,3/29/1984,FK 1817,1462,36.074,-120.188,,,,Fresno,MTBS,WILDFIRE
1984,5/26/1984,WOODROW,1118,35.611,-118.446,,,,Kern,MTBS,WILDFIRE
1984,6/24/1984,SALT SPRING,4837,38.004,-120.647,,,,Calaveras,MTBS,WILDFIRE
1984,7/5/1984,PACHECO 2,1231,36.883,-121.158,,,,Merced,MTBS,WILDFIRE
1984,7/7/1984,BODFISH,23189,35.579,-118.388,,,,Kern,MTBS,WILDFIRE
1984,8/29/1984,BAR-O,2987,36.406,-118.848,,,,Tulare,MTBS,WILDFIRE
1984,5/12/1984,STODDARD 2,2458,34.701,-117.075,,,,San Bernardino,MTBS,WILDFIRE
1984,7/5/1984,TURTLE,3979,40.078,-120.066,,,,Lassen,MTBS,WILDFIRE
1984,7/6/1984,TWIN,21476,40.691,-120.022,,,,Lassen,MTBS,WILDFIRE
1984,8/9/1984,EAGLE,1734,41.26,-120.12,,,,Modoc,MTBS,WILDFIRE
1984,7/12/1984,LOWERY,2868,39.981,-122.591,,,,Tehama,MTBS,WILDFIRE
1984,10/24/1984,CLARK VALLEY,1470,39.392,-122.451,,,,Glenn,MTBS,WILDFIRE
1984,9/7/1984,BRUSHY,2795,40.011,-121.817,,,,Tehama,MTBS,WILDFIRE
1984,5/7/1984,MINUTEMAN,3159,34.807,-120.501,,,,Santa Barbara,MTBS,WILDFIRE
1984,7/2/1984,BIDWELL,6012,39.784,-121.696,,,,Butte,MTBS,WILDFIRE
1984,5/25/1984,OIL FIELDS,1136,36.26,-120.317,,,,Fresno,MTBS,WILDFIRE
1984,8/10/1984,BLUE,1977,34.905,-119.286,,,,Kern,MTBS,WILDFIRE
1984,5/29/1984,SHANNON FIRE,3554,34.552,-118.183,,,,Los Angeles,MTBS,WILDFIRE
1984,5/21/1984,COTTONWOOD,1409,37.098,-121.162,,,,Merced,MTBS,WILDFIRE
1984,4/21/1984,PROCTOR,3021,32.682,-116.886,,,,San Diego,MTBS,WILDFIRE
1984,9/6/1984,BOWLES,3073,32.945,-116.935,,,,San Diego,MTBS,WILDFIRE
1984,6/15/1984,LOMA RIDGE,1384,33.75,-117.729,,,,Orange,MTBS,WILDFIRE
1984,6/28/1984,SITE 300 3,6911,37.651,-121.474,,,,San Joaquin,MTBS,WILDFIRE
1984,6/29/1984,BONNHEIM,1622,35.197,-120.394,,,,San Luis Obispo,MTBS,WILDFIRE
1984,8/21/1984,BLUE RIDGE,1566,36.314,-118.869,,,,Tulare,MTBS,WILDFIRE
1984,10/10/1984,BEAR CREEK,1306,36.51,-118.882,,,,Tulare,MTBS,WILDFIRE
1984,10/15/1984,SQUAW FLAT,6048,34.44,-118.892,,,,Ventura,MTBS,WILDFIRE
1984,7/6/1984,MESCAL,1479,34.452,-117.726,,,,Los Angeles,MTBS,WILDFIRE
1984,5/30/1984,AGUANGA,5564,33.413,-116.873,,,,San Diego,MTBS,WILDFIRE
1984,5/29/1984,MORETZZ,1585,35.253,-120.547,,,,San Luis Obispo,MTBS,WILDFIRE
1984,8/13/1984,RAIL,3025,41.923,-120.65,,,,Modoc,MTBS,WILDFIRE
1984,8/21/1984,SECOND,1201,40.034,-120.14,,,,Lassen,MTBS,WILDFIRE
1984,5/28/1984,LYTLE,2442,34.285,-117.554,,,,San Bernardino,MTBS,WILDFIRE
1984,5/31/1984,LOST HORSE,4130,34.023,-116.255,,,,Riverside,MTBS,WILDFIRE
1984,8/23/1984,BADGER,1113,40.548,-121.407,,,,Shasta,MTBS,WILDFIRE
1984,6/30/1984,UNNAMED,1539,34.856,-118.586,,,,Kern,MTBS,UNKNOWN
1984,6/21/1984,UNNAMED,2053,35.141,-120.204,,,,San Luis Obispo,MTBS,UNKNOWN
1984,6/21/1984,UNNAMED,1910,35.253,-119.486,,,,Kern,MTBS,UNKNOWN
1984,6/21/1984,UNNAMED,1059,35.499,-118.886,,,,Kern,MTBS,UNKNOWN
1984,6/28/1984,UNNAMED,23122,35.929,-121.234,,,,Monterey,MTBS,UNKNOWN
1984,6/28/1984,UNNAMED,3020,35.766,-120.755,,,,San Luis Obispo,MTBS,UNKNOWN
1984,6/28/1984,UNNAMED,10420,36.05,-121.293,,,,Monterey,MTBS,UNKNOWN
1984,6/28/1984,UNNAMED,1219,36.208,-121.052,,,,Monterey,MTBS,UNKNOWN
1984,6/28/1984,UNNAMED,1225,36.269,-121.29,,,,Monterey,MTBS,UNKNOWN
1984,6/30/1984,UNNAMED,1596,36.46,-117.363,,,,Inyo,MTBS,UNKNOWN
1984,11/3/1984,UNNAMED,1771,37.642,-120.008,,,,Mariposa,MTBS,UNKNOWN
1984,7/30/1984,UNNAMED,2033,37.933,-120.383,,,,Tuolumne,MTBS,UNKNOWN
1984,7/5/1984,UNNAMED,2672,39.951,-121.804,,,,Tehama,MTBS,UNKNOWN
1984,9/7/1984,UNNAMED,3448,40.116,-121.872,,,,Tehama,MTBS,UNKNOWN
1984,1/26/1984,MODJESKA,1266,33.708,-117.639,,,,Orange,MTBS,WILDFIRE
1984,9/29/1984,COW,3273,37.996,-118.807,,,,Mono,MTBS,WILDFIRE
1984,7/17/1984,ANN AND PORKIES II,1016,37.78,-119.61,,,,Mariposa,MTBS,WILDFIRE
1984,6/30/1984,UNNAMED,5585,36.549,-117.447,,,,Inyo,MTBS,UNKNOWN
1984,8/19/1984,TWISSELMAN,5091,35.398,-119.832,,,,Kern,MTBS,WILDFIRE
1984,5/25/1984,FLAT TOP,6661,35.896,-120.133,,,,Kings,MTBS,WILDFIRE
1984,5/7/1984,GRIMES FIRE,10542,34.327,-118.963,,,,Ventura,MTBS,WILDFIRE
1984,6/2/1984,BONANZA,12105,36.748,-120.938,,,,San Benito,MTBS,WILDFIRE
1985,7/12/1985,TULARE 4,1290,36.011,-118.797,,,,Tulare,MTBS,WILDFIRE
1985,5/3/1985,ADELAIDE,1054,35.443,-118.777,,,,Kern,MTBS,WILDFIRE
1985,6/9/1985,PONOCHE 2,7508,36.727,-120.768,,,,Fresno,MTBS,WILDFIRE
1985,7/2/1985,LOWES,2708,35.903,-120.563,,,,Monterey,MTBS,WILDFIRE
1985,7/6/1985,ONION,8583,36.739,-118.252,,,,Inyo,MTBS,WILDFIRE
1985,7/6/1985,LOSGATOSIV,20357,36.379,-120.583,,,,Fresno,MTBS,WILDFIRE
1985,7/6/1985,BIG SANDY,3139,35.994,-120.575,,,,Monterey,MTBS,WILDFIRE
1985,7/6/1985,ANDREWS,5071,36.037,-120.559,,,,Monterey,MTBS,WILDFIRE
1985,5/19/1985,SKEDADDLE,1358,40.305,-120.158,,,,Lassen,MTBS,WILDFIRE
1985,8/7/1985,BASS HILL,2495,40.343,-120.52,,,,Lassen,MTBS,WILDFIRE
1985,6/11/1985,ROCK CREEK,1169,39.851,-121.772,,,,Butte,MTBS,WILDFIRE
1985,8/31/1985,MILLER,2027,38.446,-122.093,,,,Solano,MTBS,WILDFIRE
1985,7/8/1985,HAL JNCT 2,2427,39.769,-120.013,,,,Lassen,MTBS,WILDFIRE
1985,9/12/1985,UNNAMED,2720,34.604,-119.919,,,,Santa Barbara,MTBS,WILDFIRE
1985,7/17/1985,UNNAMED,1519,35.861,-120.561,,,,Monterey,MTBS,WILDFIRE
1985,6/13/1985,UNNAMED,9655,38.859,-122.856,,,,Mendocino,MTBS,WILDFIRE
1985,5/26/1985,BUMB,1298,36.623,-120.979,,,,San Benito,MTBS,WILDFIRE
1985,6/10/1985,PINEY CREEK,1594,36.348,-121.467,,,,Monterey,MTBS,WILDFIRE
1985,7/8/1985,CHERRY,41654,36.065,-121.165,,,,Monterey,MTBS,WILDFIRE
1985,6/30/1985,MILLER,7809,32.699,-116.927,,,,San Diego,MTBS,WILDFIRE
1985,7/1/1985,ROBLAR,7453,33.4,-117.342,,,,San Diego,MTBS,WILDFIRE
1985,7/27/1985,SYCAMORE,1012,32.932,-116.947,,,,San Diego,MTBS,WILDFIRE
1985,10/14/1985,PIUMA FIRE,5425,34.054,-118.698,,,,Los Angeles,MTBS,WILDFIRE
1985,10/14/1985,BOX CANYON (PIONEER) FIRE,1247,34.249,-118.654,,,,Ventura,MTBS,WILDFIRE
1985,6/30/1985,SHERWOOD FIRE,3897,34.117,-118.857,,,,Los Angeles,MTBS,WILDFIRE
1985,7/8/1985,MURRER,1201,40.592,-120.689,,,,Lassen,MTBS,WILDFIRE
1985,9/7/1985,HIDDEN VALLEY,2042,38.805,-122.527,,,,Lake,MTBS,WILDFIRE
1985,10/8/1985,BALD MT.,5339,38.746,-122.103,,,,Yolo,MTBS,WILDFIRE
1985,8/3/1985,UNNAMED,7265,35.857,-121.391,,,,Monterey,MTBS,WILDFIRE
1985,8/11/1985,SHELL,1425,33.919,-117.784,,,,Orange,MTBS,WILDFIRE
1985,7/7/1985,LEXINGTON,11597,37.141,-121.918,,,,Santa Clara,MTBS,WILDFIRE
1985,7/8/1985,FINLEY,1875,37.158,-121.576,,,,Santa Clara,MTBS,WILDFIRE
1985,7/4/1985,GANN,1008,38.095,-120.754,,,,Calaveras,MTBS,WILDFIRE
1985,10/14/1985,HUMMINGBIRD,2425,34.284,-118.648,,,,Ventura,MTBS,WILDFIRE
1985,10/14/1985,PEACH HILL,1992,34.252,-118.928,,,,Ventura,MTBS,WILDFIRE
1985,7/3/1985,BLACK MOUNTAIN,1250,34.43,-119.22,,,,Ventura,MTBS,WILDFIRE
1985,7/16/1985,UNNAMED,1651,40.296,-120.069,,,,Lassen,MTBS,WILDFIRE
1985,10/4/1985,UNNAMED,1062,33.413,-117.389,,,,San Diego,MTBS,WILDFIRE
1985,8/8/1985,OWENS,3067,37.768,-118.817,,,,Mono,MTBS,WILDFIRE
1985,6/5/1985,WIZARD,8561,36.024,-121.382,,,,Monterey,MTBS,WILDFIRE
1985,7/1/1985,LAS PILITAS,75841,35.287,-120.506,,,,San Luis Obispo,MTBS,WILDFIRE
1985,7/1/1985,WHEELER 2,126854,34.51,-119.354,,,,Ventura,MTBS,WILDFIRE
1985,7/2/1985,SECO,2094,36.227,-121.44,,,,Monterey,MTBS,WILDFIRE
1985,7/6/1985,GORDA-RAT,52474,36.066,-121.461,,,,Monterey,MTBS,WILDFIRE
1985,10/14/1985,FERNDALE,46724,34.413,-119.149,,,,Ventura,MTBS,WILDFIRE
1985,6/27/1985,CABANZO,14091,33.867,-116.633,,,,Riverside,MTBS,WILDFIRE
1985,6/28/1985,RICH BAR,8141,35.458,-118.707,,,,Kern,MTBS,WILDFIRE
1985,7/18/1985,DELTA,1657,40.956,-122.452,,,,Shasta,MTBS,WILDFIRE
1985,7/26/1985,TRELOAR COMPLEX,4077,40.808,-123.214,,,,Trinity,MTBS,WILDFIRE
1985,8/2/1985,BRICEBURG,1091,37.632,-119.958,,,,Mariposa,MTBS,WILDFIRE
1985,5/23/1985,UNNAMED,2620,34.54,-119.615,,,,Santa Barbara,MTBS,WILDFIRE
1985,9/12/1985,UNNAMED,1112,34.814,-120.335,,,,Santa Barbara,MTBS,WILDFIRE
1985,7/26/1985,UNNAMED,2356,35.044,-120.056,,,,Santa Barbara,MTBS,WILDFIRE
1985,10/14/1985,DECKER,6945,34.066,-118.916,,,,Los Angeles,MTBS,WILDFIRE
1985,6/25/1985,DOUGHERTY,1656,36.959,-118.626,,,,Fresno,MTBS,WILDFIRE
1985,7/28/1985,SUGARLOAF,2882,36.715,-118.662,,,,Tulare,MTBS,WILDFIRE
1985,6/30/1985,PATEVALLEY,1079,37.93,-119.571,,,,Tuolumne,MTBS,WILDFIRE
1985,8/2/1985,UNNAMED,1731,38.163,-120.73,,,,Calaveras,MTBS,UNKNOWN
1985,6/29/1985,UNNAMED,2415,40.647,-121.975,,,,Shasta,MTBS,UNKNOWN
1985,7/27/1985,WAGNER COMPLEX,1248,41.115,-122.789,,,,Trinity,MTBS,WILDFIRE
1985,7/15/1985,SYCAMORE 1,1469,36.983,-119.339,,,,Fresno,MTBS,WILDFIRE
1985,8/12/1985,FALLS 2,3546,37.595,-120.294,,,,Mariposa,MTBS,WILDFIRE
1985,7/3/1985,ROADSIDE 3 4 5 6,1009,38.812,-121.335,,,,Placer,MTBS,WILDFIRE
1985,7/25/1985,BARTLETT,1052,38.022,-119.822,,,,Tuolumne,MTBS,WILDFIRE
1985,7/25/1985,KENDRICK,1252,38.023,-119.771,,,,Tuolumne,MTBS,WILDFIRE
1985,7/28/1985,LOST BEAR,1002,37.645,-119.598,,,,Mariposa,MTBS,WILDFIRE
1986,7/17/1986,DERBY ACRE,1655,35.24,-119.545,,,,Kern,MTBS,WILDFIRE
1986,11/6/1986,RIVER,4615,36.378,-121.425,,,,Monterey,MTBS,WILDFIRE
1986,5/30/1986,NSCRIPTION,4710,35.183,-117.143,,,,San Bernardino,MTBS,WILDFIRE
1986,9/4/1986,MINE,1031,32.581,-116.768,,,,San Diego,MTBS,WILDFIRE
1986,7/18/1986,WENDEL,1639,40.377,-120.211,,,,Lassen,MTBS,WILDFIRE
1986,9/15/1986,UNNAMED,4396,34.634,-119.892,,,,Santa Barbara,MTBS,WILDFIRE
1986,8/30/1986,UNNAMED,1353,35.04,-120.317,,,,San Luis Obispo,MTBS,WILDFIRE
1986,7/29/1986,UNNAMED,1071,36.804,-119.283,,,,Fresno,MTBS,WILDFIRE
1986,6/9/1986,UNNAMED,2811,37.656,-121.529,,,,San Joaquin,MTBS,WILDFIRE
1986,6/2/1986,PANOCHE 2,1556,36.659,-120.863,,,,San Benito,MTBS,WILDFIRE
1986,5/24/1986,BRYANT CANYON,2119,36.445,-121.277,,,,Monterey,MTBS,WILDFIRE
1986,6/17/1986,DEER VALLEY RANCH,1031,35.894,-120.613,,,,Monterey,MTBS,WILDFIRE
1986,8/17/1986,POPPY FIRE,1227,34.745,-118.371,,,,Los Angeles,MTBS,WILDFIRE
1986,4/13/1986,COLORADO 2,1403,33.986,-114.489,,,,Riverside,MTBS,WILDFIRE
1986,5/29/1986,WILMOT,1720,33.899,-117.146,,,,Riverside,MTBS,WILDFIRE
1986,8/26/1986,RANCHITA,1895,35.185,-120.416,,,,San Luis Obispo,MTBS,WILDFIRE
1986,10/25/1986,SUEY RANCH WEST,1262,35.034,-120.248,,,,San Luis Obispo,MTBS,WILDFIRE
1986,11/10/1986,BRADLEY,10100,34.312,-119.058,,,,Ventura,MTBS,WILDFIRE
1986,5/12/1986,UNNAMED,16390,33.423,-117.483,,,,San Diego,MTBS,WILDFIRE
1986,7/16/1986,FREDRICKSBURG,3598,38.83,-119.808,,,,Alpine,MTBS,WILDFIRE
1986,7/3/1986,LEONA,1019,34.629,-118.302,,,,Los Angeles,MTBS,WILDFIRE
1986,7/20/1986,TECALOTE,4085,34.26,-117.89,,,,Los Angeles,MTBS,WILDFIRE
1986,7/13/1986,CAPTAIN,1824,32.948,-116.747,,,,San Diego,MTBS,WILDFIRE
1986,11/6/1986,BOTTCHER,2682,36.352,-121.795,,,,Monterey,MTBS,WILDFIRE
1986,7/21/1986,SYCAMORE,1165,36.921,-119.256,,,,Fresno,MTBS,WILDFIRE
1986,9/9/1986,DEER,10963,36.871,-118.936,,,,Fresno,MTBS,WILDFIRE
1986,7/27/1986,CASCADE CR,2068,37.757,-119.715,,,,Mariposa,MTBS,WILDFIRE
1986,6/13/1986,UNNAMED,1108,33.051,-116.725,,,,San Diego,MTBS,UNKNOWN
1986,7/31/1986,UNNAMED,2541,33.443,-117.428,,,,San Diego,MTBS,UNKNOWN
1986,3/27/1986,UNNAMED,1465,34.556,-118.303,,,,Los Angeles,MTBS,UNKNOWN
1986,5/19/1986,UNNAMED,1513,35.38,-118.811,,,,Kern,MTBS,UNKNOWN
1986,1/1/1986,DRY CREEK,2357,41.034,-120.365,,,,Lassen,MTBS,WILDFIRE
1986,9/27/1986,ELEANOR,1441,38.005,-119.851,,,,Tuolumne,MTBS,WILDFIRE
1987,7/7/1987,UNNAMED,2172,36,-121.027,,,,Monterey,MTBS,WILDFIRE
1987,8/4/1987,PILITAS,1056,35.365,-120.517,,,,San Luis Obispo,MTBS,WILDFIRE
1987,8/29/1987,CASE,4960,36.41,-118.794,,,,Tulare,MTBS,WILDFIRE
1987,8/30/1987,FAY,10177,35.765,-118.286,,,,Kern,MTBS,WILDFIRE
1987,6/14/1987,VERBENIA,1384,33.894,-116.71,,,,Riverside,MTBS,WILDFIRE
1987,6/27/1987,BLACKS,1135,40.624,-120.45,,,,Lassen,MTBS,WILDFIRE
1987,6/13/1987,USFS 10,1270,39.75,-120.178,,,,Plumas,MTBS,WILDFIRE
1987,9/11/1987,UNNAMED,3285,35.128,-118.68,,,,Kern,MTBS,WILDFIRE
1987,9/11/1987,UNNAMED,1219,35.167,-118.731,,,,Kern,MTBS,WILDFIRE
1987,5/5/1987,UNNAMED,2437,35.107,-118.752,,,,Kern,MTBS,WILDFIRE
1987,8/1/1987,UNNAMED,2273,36.899,-119.32,,,,Fresno,MTBS,WILDFIRE
1987,4/16/1987,UNNAMED,1789,38.958,-122.775,,,,Lake,MTBS,WILDFIRE
1987,5/14/1987,STATECA 17,2170,36.3,-120.29,,,,Fresno,MTBS,WILDFIRE
1987,6/18/1987,ASSIST 79,2049,32.89,-117.01,,,,San Diego,MTBS,WILDFIRE
1987,5/19/1987,NUNEZ,1584,36.233,-120.445,,,,Fresno,MTBS,WILDFIRE
1987,8/31/1987,RED MOUNTAIN,4351,36.846,-119.391,,,,Fresno,MTBS,WILDFIRE
1987,8/30/1987,TEN BALD,19635,41.756,-123.526,,,,Siskiyou,MTBS,WILDFIRE
1987,8/31/1987,LIGHTNING 120 (CRANK),3546,41.397,-121.165,,,,Modoc,MTBS,WILDFIRE
1987,8/31/1987,ASSIST P.N.F.,1234,39.683,-121.077,,,,Plumas,MTBS,WILDFIRE
1987,10/4/1987,GRADE,2210,33.181,-117.042,,,,San Diego,MTBS,WILDFIRE
1987,10/3/1987,ANTELOPE,3238,33.609,-117.221,,,,Riverside,MTBS,WILDFIRE
1987,5/7/1987,GERBER,1398,37.513,-121.355,,,,Stanislaus,MTBS,WILDFIRE
1987,5/5/1987,SLU-0864,3546,35.041,-120.347,,,,San Luis Obispo,MTBS,WILDFIRE
1987,11/11/1987,PEPPERTREE CONTROLLE,1242,34.319,-119.173,,,,Ventura,MTBS,WILDFIRE
1987,6/13/1987,BALLS CANYON 2,1285,39.68,-120.062,,,,Sierra,MTBS,WILDFIRE
1987,7/29/1987,ACORN,6341,38.789,-119.822,,,,Alpine,MTBS,WILDFIRE
1987,9/20/1987,RUBY,10001,34.594,-118.555,,,,Los Angeles,MTBS,WILDFIRE
1987,10/3/1987,PALOMAR,10256,33.345,-116.929,,,,San Diego,MTBS,WILDFIRE
1987,8/30/1987,LAUREL,1120,37.613,-118.914,,,,Mono,MTBS,WILDFIRE
1987,8/30/1987,YELLOW 2,53626,41.412,-123.316,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,ST.CLAIRE,8548,41.111,-123.184,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,GLASGOW,13496,41.239,-123.211,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,HOTELLING,17616,41.193,-123.289,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,FORT COPPER,36333,41.898,-123.22,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,BEARCAT,2860,41.793,-122.831,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,KELSEY,3685,41.656,-123.144,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,ELK LICK,1451,41.849,-123.551,,,,Siskiyou,MTBS,WILDFIRE
1987,8/31/1987,NIELON,1552,41.351,-123.096,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,GULCH,10973,41.758,-123.284,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,THOMPSON,5153,41.93,-123.394,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,CHINA,2941,41.817,-123.274,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,SLATER,5845,41.834,-123.348,,,,Siskiyou,MTBS,WILDFIRE
1987,8/30/1987,KING TITUS,71390,41.638,-123.389,,,,Siskiyou,MTBS,WILDFIRE
1987,9/1/1987,LAKE,18425,41.748,-123.18,,,,Siskiyou,MTBS,WILDFIRE
1987,8/31/1987,LOST,23599,40.78,-121.426,,,,Shasta,MTBS,WILDFIRE
1987,10/2/1987,FISH,4052,34.664,-119.152,,,,Ventura,MTBS,WILDFIRE
1987,9/1/1987,FOUTS,16892,39.353,-122.771,,,,Lake,MTBS,WILDFIRE
1987,8/31/1987,MENDENHALL,54162,39.542,-123.039,,,,Mendocino,MTBS,WILDFIRE
1987,9/29/1987,LAUDER,2040,39.417,-123.075,,,,Mendocino,MTBS,WILDFIRE
1987,7/15/1987,QUAKING,4417,41.465,-121.322,,,,Modoc,MTBS,WILDFIRE
1987,8/30/1987,BLAKE,1522,40.588,-123.555,,,,Humboldt,MTBS,WILDFIRE
1987,8/31/1987,TRAVIS,11565,40.092,-123.225,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,CLARK,39194,40.108,-120.305,,,,Plumas,MTBS,WILDFIRE
1987,5/31/1987,TRUCK,1084,34.271,-117.443,,,,San Bernardino,MTBS,WILDFIRE
1987,8/23/1987,JEEP,1527,34.326,-117.177,,,,San Bernardino,MTBS,WILDFIRE
1987,8/31/1987,DOE,2463,41.198,-122.725,,,,Trinity,MTBS,WILDFIRE
1987,9/2/1987,LAZYMAN,1497,40.091,-122.915,,,,Tehama,MTBS,WILDFIRE
1987,8/30/1987,PEANUT,6064,40.483,-123.2,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,FRIENDLY,3474,40.501,-123.307,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,COLD,14801,40.527,-123.398,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,GULCH,6552,40.658,-123.466,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,JESSIE,3489,40.578,-123.467,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,TRINITY,1341,40.606,-123.388,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,BEAR,5270,40.654,-123.397,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,FLUME,12198,40.404,-123.339,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,WALLOW,3425,40.448,-123.398,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,EAST,10532,40.837,-123.022,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,RIPSTEIN,3404,40.902,-123.04,,,,Trinity,MTBS,WILDFIRE
1987,8/30/1987,CHINA,9132,41.051,-123.152,,,,Trinity,MTBS,WILDFIRE
1987,9/1/1987,STRAUSE,6395,40.993,-123.107,,,,Trinity,MTBS,WILDFIRE
1987,6/22/1987,UNNAMED,1445,37.217,-119.311,,,,Fresno,MTBS,WILDFIRE
1987,8/30/1987,HAMM,39333,37.796,-120.06,,,,Mariposa,MTBS,WILDFIRE
1987,8/30/1987,LARSON,49250,37.732,-119.937,,,,Mariposa,MTBS,WILDFIRE
1987,8/31/1987,PAPER,49296,37.917,-120.132,,,,Tuolumne,MTBS,WILDFIRE
1987,9/3/1987,JARREL,1756,37.931,-119.877,,,,Tuolumne,MTBS,WILDFIRE
1987,8/29/1987,INDIAN,8803,39.551,-120.968,,,,Sierra,MTBS,WILDFIRE
1987,8/29/1987,PALMER,2130,39.449,-120.764,,,,Nevada,MTBS,WILDFIRE
1987,8/31/1987,BIG,1048,39.041,-120.558,,,,Placer,MTBS,WILDFIRE
1987,8/30/1987,LONGWOOD,10370,41.997,-123.634,,,,Del Norte,MTBS,WILDFIRE
1987,8/1/1987,UNNAMED,1318,36.942,-119.219,,,,Fresno,MTBS,WILDFIRE
1987,5/7/1987,FERGUSONLK,1692,32.999,-114.505,,,,Imperial,MTBS,WILDFIRE
1987,6/28/1987,FROG,3451,38.019,-119.751,,,,Tuolumne,MTBS,WILDFIRE
1987,7/23/1987,LOST BEAR,1823,37.666,-119.595,,,,Mariposa,MTBS,WILDFIRE
1987,8/31/1987,PAUL,1145,34.01,-116.248,,,,Riverside,MTBS,WILDFIRE
1987,2/10/1987,IMPERIAL,1006,32.969,-114.482,,,,Imperial,MTBS,WILDFIRE
1987,9/9/1987,SILVERADO,5553,33.746,-117.525,,,,Riverside,MTBS,WILDFIRE
1988,8/11/1988,HAVILAH,1413,35.473,-118.553,,,,Kern,MTBS,WILDFIRE
1988,9/11/1988,49R,36673,39.244,-121.207,,,,Nevada,MTBS,WILDFIRE
1988,6/20/1988,LIGHTNING9,3878,36.689,-120.743,,,,Fresno,MTBS,WILDFIRE
1988,6/19/1988,TWISSLEMAN,1823,35.479,-119.897,,,,Kern,MTBS,WILDFIRE
1988,7/19/1988,MASON,4151,38.279,-120.469,,,,Calaveras,MTBS,WILDFIRE
1988,9/3/1988,PIRU,14273,34.437,-118.696,,,,Los Angeles,MTBS,WILDFIRE
1988,8/29/1988,BRANHAM II,1850,40.766,-120.498,,,,Lassen,MTBS,WILDFIRE
1988,9/17/1988,MILLER,35750,38.43,-122.094,,,,Solano,MTBS,WILDFIRE
1988,9/11/1988,RUMSEY,1394,38.877,-122.275,,,,Yolo,MTBS,WILDFIRE
1988,9/18/1988,BLUE RIDGE,5130,38.615,-122.124,,,,Yolo,MTBS,WILDFIRE
1988,8/19/1988,UNNAMED,4709,34.596,-119.873,,,,Santa Barbara,MTBS,WILDFIRE
1988,7/2/1988,UNNAMED,2319,35.704,-119.994,,,,Kern,MTBS,WILDFIRE
1988,7/2/1988,UNNAMED,3963,35.742,-120.035,,,,Kern,MTBS,WILDFIRE
1988,6/21/1988,SANTIAGO,1623,34.916,-119.299,,,,Kern,MTBS,WILDFIRE
1988,9/3/1988,ASSIST 78,1025,32.821,-117.034,,,,San Diego,MTBS,WILDFIRE
1988,7/21/1988,SIMPSON,1087,36.985,-118.638,,,,Fresno,MTBS,WILDFIRE
1988,12/9/1988,SESNON FIRE,2508,34.311,-118.532,,,,Los Angeles,MTBS,WILDFIRE
1988,9/4/1988,KEUHNER FIRE,3907,34.288,-118.648,,,,Ventura,MTBS,WILDFIRE
1988,8/10/1988,LIGHTNING 97 (BISON),3425,41.245,-120.684,,,,Modoc,MTBS,WILDFIRE
1988,8/29/1988,BURNEY FIRE,3036,40.867,-121.599,,,,Shasta,MTBS,WILDFIRE
1988,11/15/1988,UNNAMED,3312,39.281,-122.777,,,,Lake,MTBS,WILDFIRE
1988,8/30/1988,ORTEGA,2269,33.508,-117.605,,,,Orange,MTBS,WILDFIRE
1988,9/4/1988,STAGECOACH,4037,33.781,-117.123,,,,Riverside,MTBS,WILDFIRE
1988,9/9/1988,BENTON,1367,33.604,-117.057,,,,Riverside,MTBS,WILDFIRE
1988,12/9/1988,EL TORRO,1063,33.738,-117.369,,,,Riverside,MTBS,WILDFIRE
1988,9/17/1988,FERN,6412,40.657,-121.875,,,,Shasta,MTBS,WILDFIRE
1988,8/24/1988,RIVER,1446,38.794,-122.966,,,,Sonoma,MTBS,WILDFIRE
1988,6/26/1988,LIGHTNING 84 (STENT,1155,37.904,-120.429,,,,Tuolumne,MTBS,WILDFIRE
1988,6/28/1988,PARDEE,1537,38.27,-120.82,,,,Calaveras,MTBS,WILDFIRE
1988,7/21/1988,BRIDGE,6775,38.338,-120.467,,,,Calaveras,MTBS,WILDFIRE
1988,6/22/1988,LINDSAY,1005,36.212,-118.998,,,,Tulare,MTBS,WILDFIRE
1988,6/2/1988,UNNAMED,2262,33.446,-117.488,,,,San Diego,MTBS,WILDFIRE
