year,date,name,acres,latitude,longitude,burn_type,treatment_type,county_unit_ID,county,source,escaped
2016,2016-04-09,,3,38.87516,-120.58502,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-04-19,,3,40.165461,-122.753077,Broadcast,,,Tehama,PFIRS,FALSE
2016,2016-05-17,,3,37.13041869,-119.2710972,Broadcast,,,Fresno,PFIRS,FALSE
2016,2016-10-09,,3,38.7412,-120.2239,Broadcast,,,El Dorado,PFIRS,FALSE
2016,2016-10-09,,3,38.7426,-120.2296,Broadcast,,,El Dorado,PFIRS,FALSE
2016,2016-10-18,,3,39.43616,-120.9479,Hand Pile,,,Sierra,PFIRS,FALSE
2016,2016-10-21,,3,39.30968,-120.912834,Hand Pile,,,Nevada,PFIRS,FALSE
2016,2016-10-26,,3,38.812092,-120.018983,Hand Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-26,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-10-27,,3,38.76378807,-119.9996881,Hand Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-27,,3,38.76730155,-119.9991302,Hand Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-27,,3,38.94288841,-120.866046,Machine Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-27,,3,38.77976465,-120.000731,Hand Pile,,,El Dorado,PFIRS,FALSE
2016,2016-10-27,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-10-27,,3,39.72002853,-120.9790421,Machine Pile,,,Plumas,PFIRS,FALSE
2016,2016-10-27,,3,39.50264996,-121.0832405,Machine Pile,,,Yuba,PFIRS,FALSE
2016,2016-10-28,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-10-28,,3,39.4046319,-121.132679,Hand Pile,,,Yuba,PFIRS,FALSE
2016,2016-10-29,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-10-31,,3,39.562,-121.1204,Machine Pile,,,Butte,PFIRS,FALSE
2016,2016-11-01,,3,38.836157,-122.691879,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-11-01,,3,38.17231933,-119.3317795,Hand Pile,,,Mono,PFIRS,FALSE
2016,2016-11-01,,3,39.747485,-121.052694,Machine Pile,,,Plumas,PFIRS,FALSE
2016,2016-11-01,,3,39.56772016,-120.5997133,Hand Pile,,,Sierra,PFIRS,FALSE
2016,2016-11-02,,3,38.836157,-122.691879,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-11-07,,3,39.420368,-121.193614,Machine Pile,,,Yuba,PFIRS,FALSE
2016,2016-11-15,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-11-15,,3,39.72002853,-120.9790421,Machine Pile,,,Plumas,PFIRS,FALSE
2016,2016-11-16,,3,36.73118014,-118.991684,Broadcast,,,Fresno,PFIRS,FALSE
2016,2016-11-16,,3,39.747485,-121.052694,Machine Pile,,,Plumas,PFIRS,FALSE
2016,2016-11-16,,3,39.84528,-121.143125,Machine Pile,,,Plumas,PFIRS,FALSE
2016,2016-11-17,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-11-18,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-11-21,,3,38.52934898,-120.4673624,UNK,,,El Dorado,PFIRS,FALSE
2016,2016-11-22,,3,39.208396,-120.707409,Machine Pile,,,Placer,PFIRS,FALSE
2016,2016-11-25,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-11-26,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-11-28,,3,38.988999,-120.100136,Hand Pile,,,El Dorado,PFIRS,FALSE
2016,2016-11-30,,3,39.189601,-120.130692,Hand Pile,,,Placer,PFIRS,FALSE
2016,2016-12-01,,3,38.988999,-120.100136,Hand Pile,,,El Dorado,PFIRS,FALSE
2016,2016-12-01,,3,38.836157,-122.691879,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-12-01,,3,39.931,-120.909,Hand Pile,,,Plumas,PFIRS,FALSE
2016,2016-12-02,,3,38.836157,-122.691879,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-12-06,,3,39.189601,-120.130692,Hand Pile,,,Placer,PFIRS,FALSE
2016,2016-12-06,,3,39.420368,-121.193614,Machine Pile,,,Yuba,PFIRS,FALSE
2016,2016-12-07,,3,38.836157,-122.691879,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-12-07,,3,39.041,-120.7488,Hand Pile,,,Placer,PFIRS,FALSE
2016,2016-12-08,,3,39.041,-120.7488,Hand Pile,,,Placer,PFIRS,FALSE
2016,2016-12-16,,3,38.836157,-122.691879,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-12-17,,3,38.836157,-122.691879,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-12-19,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2016,2016-12-19,,3,39.41842506,-121.1603165,Hand Pile,,,Yuba,PFIRS,FALSE
2017,2017-01-12,,3,38.82316,-122.689819,Machine Pile,,,Lake,PFIRS,FALSE
2017,2017-01-24,,3,37.37635,-119.628288,Hand Pile,,,Madera,PFIRS,FALSE
2017,2017-03-16,,3,39.43155256,-121.0874891,Hand Pile,,,Yuba,PFIRS,FALSE
2017,2017-03-17,,3,38.8696,-121.0815,Hand Pile,,,Placer,PFIRS,FALSE
2017,2017-03-20,,3,39.420368,-121.193614,Machine Pile,,,Yuba,PFIRS,FALSE
2017,2017-03-23,,3,40.116,-120.949,Hand Pile,,,Plumas,PFIRS,FALSE
2017,2017-03-27,,3,38.88865,-119.99083,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-03-28,,3,38.88865,-119.99083,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-04-04,,3,38.80981768,-120.0145369,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-04-05,,3,38.80981768,-120.0145369,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-04-26,,3,38.725,-120.5676,Machine Pile,,,El Dorado,PFIRS,FALSE
2017,2017-04-28,,3,38.725,-120.5676,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-02,,3,38.725,-120.5676,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-03,,3,38.725,-120.5676,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-05,,3,38.725,-120.5676,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-05,,3,38.85031652,-120.0056019,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-06,,3,38.725,-120.5676,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-07,,3,38.725,-120.5676,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-05-16,,3,39.43155256,-121.0874891,Hand Pile,,,Yuba,PFIRS,FALSE
2017,2017-05-30,,3,36.10833,-118.53,Hand Pile,,,Tulare,PFIRS,FALSE
2017,2017-05-31,,3,38.725,-120.5676,Broadcast,,,El Dorado,PFIRS,FALSE
2017,2017-06-01,,3,38.725,-120.5676,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-11-03,,3,39.61021782,-120.8826756,Machine Pile,,,Sierra,PFIRS,FALSE
2017,2017-11-04,,3,39.4739017,-120.8488369,Machine Pile,,,Sierra,PFIRS,FALSE
2017,2017-11-07,,3,39.43629243,-121.0823393,Hand Pile,,,Yuba,PFIRS,FALSE
2017,2017-11-11,,3,38.76070945,-120.5203199,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-11-15,,3,39.28086,-120.11991,Machine Pile,,,Placer,PFIRS,FALSE
2017,2017-11-16,,3,39.28086,-120.11991,Hand Pile,,,Placer,PFIRS,FALSE
2017,2017-11-16,,3,39.4046319,-121.132679,Hand Pile,,,Yuba,PFIRS,FALSE
2017,2017-11-17,,3,38.899395,-119.99077,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-11-27,,3,38.988999,-120.100136,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-11-27,,3,39.437367,-120.210167,Hand Pile,,,Nevada,PFIRS,FALSE
2017,2017-11-29,,3,39.437367,-120.210167,Hand Pile,,,Nevada,PFIRS,FALSE
2017,2017-11-29,,3,39.42292714,-121.1652431,Hand Pile,,,Yuba,PFIRS,FALSE
2017,2017-11-30,,3,39.25963899,-120.0557184,Hand Pile,,,Placer,PFIRS,FALSE
2017,2017-12-04,,3,38.988999,-120.100136,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-12-04,,3,38.16034131,-119.3285179,Hand Pile,,,Mono,PFIRS,FALSE
2017,2017-12-05,,3,38.15257985,-119.3444824,Hand Pile,,,Mono,PFIRS,FALSE
2017,2017-12-05,,3,39.42292714,-121.1652431,Hand Pile,,,Yuba,PFIRS,FALSE
2018,2018-01-04,,3,39.365433,-121.283258,Machine Pile,,,Yuba,PFIRS,FALSE
2018,2018-01-08,,3,38.878168,-119.996538,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-01-15,,3,38.37791365,-120.3333378,Machine Pile,,,Calaveras,PFIRS,FALSE
2018,2018-01-15,,3,38.41221607,-120.4180527,Machine Pile,,,Calaveras,PFIRS,FALSE
2018,2018-01-16,,3,38.878168,-119.996538,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-01-17,,3,38.77382613,-119.9895344,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-01-18,,3,38.41824006,-120.452342,Machine Pile,,,Calaveras,PFIRS,FALSE
2018,2018-01-18,,3,38.776637,-120.294457,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-01-22,,3,38.89155558,-121.0493374,Hand Pile,,,Placer,PFIRS,FALSE
2018,2018-01-26,,3,37.777,-119.103,Hand Pile,,,Mono,PFIRS,FALSE
2018,2018-01-30,,3,39.44557238,-121.0686064,Hand Pile,,,Yuba,PFIRS,FALSE
2018,2018-02-03,,3,40.165461,-122.753077,Broadcast,,,Tehama,PFIRS,FALSE
2018,2018-02-06,,3,38.911739,-120.661983,Broadcast,,,El Dorado,PFIRS,FALSE
2018,2018-02-10,,3,38.77523135,-119.9932079,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-02-10,,3,38.77764022,-119.9954953,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-02-10,,3,38.77844316,-119.9949417,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-02-16,,3,38.911739,-120.661983,Broadcast,,,El Dorado,PFIRS,FALSE
2018,2018-02-16,,3,38.796708,-120.010443,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-02-20,,3,38.70158758,-120.4963303,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-02-26,,3,39.880387,-121.652171,Hand Pile,,,Butte,PFIRS,FALSE
2018,2018-02-26,,3,39.060397,-120.137944,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-02-26,,3,39.420368,-121.193614,Machine Pile,,,Yuba,PFIRS,FALSE
2018,2018-02-28,,3,40.97931489,-122.3281717,Machine Pile,,,Sacramento,PFIRS,FALSE
2018,2018-02-28,,3,34.74157723,-119.9860454,Hand Pile,,,Santa Barbara,PFIRS,FALSE
2018,2018-03-01,,3,37.777,-119.103,Hand Pile,,,Mono,PFIRS,FALSE
2018,2018-03-26,,3,38.15015,-119.3485594,Hand Pile,,,Mono,PFIRS,FALSE
2018,2018-03-27,,3,39.902835,-121.627035,Hand Pile,,,Butte,PFIRS,FALSE
2018,2018-03-28,,3,39.902835,-121.627035,Hand Pile,,,Butte,PFIRS,FALSE
2018,2018-04-05,,3,39.905941,-121.61543,Hand Pile,,,Butte,PFIRS,FALSE
2018,2018-04-05,,3,39.28086,-120.11991,Hand Pile,,,Placer,PFIRS,FALSE
2018,2018-04-05,,3,39.43629243,-121.0823393,Hand Pile,,,Yuba,PFIRS,FALSE
2018,2018-04-12,,3,39.28086,-120.11991,Hand Pile,,,Placer,PFIRS,FALSE
2018,2018-04-16,,3,38.97594,-121.01,Hand Pile,,,Placer,PFIRS,FALSE
2018,2018-04-25,,3,38.91087131,-120.6570482,Broadcast,,,El Dorado,PFIRS,FALSE
2018,2018-05-08,,3,39.18277201,-120.6838274,Broadcast,,,Placer,PFIRS,FALSE
2018,2018-05-16,,3,39.28086,-120.11991,Broadcast,,,Placer,PFIRS,FALSE
2018,2018-06-07,,3,38.45468146,-121.484251,Broadcast,,,Sacramento,PFIRS,FALSE
2018,2018-06-07,,3,41.3178,-122.03232,Broadcast,,,Siskiyou,PFIRS,FALSE
2018,2018-06-11,,3,39.4879,-121.6196,Broadcast,,,Butte,PFIRS,FALSE
2018,2018-06-12,,3,39.4879,-121.6196,Broadcast,,,Butte,PFIRS,FALSE
2018,2018-10-17,,3,38.853688,-120.039253,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-10-22,,3,38.853688,-120.039253,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-10-24,,3,38.938132,-119.937185,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-10-25,,3,38.938132,-119.937185,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-11-26,,3,39.60428,-120.9302,Machine Pile,,,Sierra,PFIRS,FALSE
2018,2018-11-26,,3,39.56732317,-120.6060433,Hand Pile,,,Sierra,PFIRS,FALSE
2018,2018-11-27,,3,38.93925854,-120.0692747,Broadcast,,,El Dorado,PFIRS,FALSE
2018,2018-11-27,,3,39.45606,-120.82953,Machine Pile,,,Sierra,PFIRS,FALSE
2018,2018-11-27,,3,39.46051,-120.82123,Machine Pile,,,Sierra,PFIRS,FALSE
2018,2018-11-27,,3,39.49823,-120.77976,Machine Pile,,,Sierra,PFIRS,FALSE
2018,2018-11-28,,3,38.45438352,-120.3013659,Machine Pile,,,Calaveras,PFIRS,FALSE
2018,2018-11-30,,3,39.974959,-122.895346,Machine Pile,,,Tehama,PFIRS,FALSE
2018,2018-12-01,,3,37.777,-119.103,Hand Pile,,,Mono,PFIRS,FALSE
2018,2018-12-03,,3,39.40302,-121.1149,Hand Pile,,,Yuba,PFIRS,FALSE
2018,2018-12-04,,3,39.245263,-120.081256,Hand Pile,,,Placer,PFIRS,FALSE
2018,2018-12-04,,3,39.915445,-122.683453,Hand Pile,,,Tehama,PFIRS,FALSE
2018,2018-12-05,,3,40.872165,-122.621015,Machine Pile,,,Shasta,PFIRS,FALSE
2018,2018-12-06,,3,39.239592,-120.088132,Hand Pile,,,Placer,PFIRS,FALSE
2018,2018-12-07,,3,39.280877,-120.11968,Machine Pile,,,Placer,PFIRS,FALSE
2018,2018-12-10,,3,40.07949,-121.30621,Machine Pile,,,Butte,PFIRS,FALSE
2018,2018-12-10,,3,38.879675,-119.995503,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-12-11,,3,38.776637,-120.294457,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-12-12,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2018,2018-12-12,,3,38.776637,-120.294457,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-12-13,,3,41.06123288,-121.9492722,Machine Pile,,,Shasta,PFIRS,FALSE
2018,2018-12-14,,3,38.776637,-120.294457,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-12-17,,3,38.740896,-120.745626,UNK,,,El Dorado,PFIRS,FALSE
2018,2018-12-17,,3,39.439,-121.18,Hand Pile,,,Yuba,PFIRS,FALSE
2018,2018-12-18,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2018,2018-12-18,,3,38.740896,-120.745626,Hand Pile,,,El Dorado,PFIRS,FALSE
2018,2018-12-18,,3,38.740896,-120.745626,UNK,,,El Dorado,PFIRS,FALSE
2018,2018-12-19,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-01-03,,3,38.856162,-120.99328,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-02-11,,3,39.439,-121.18,Hand Pile,,,Yuba,PFIRS,FALSE
2019,2019-02-20,,3,39.439,-121.18,Hand Pile,,,Yuba,PFIRS,FALSE
2019,2019-03-18,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-09,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-09,,3,39.02250619,-120.9350538,Hand Pile,,,Placer,PFIRS,FALSE
2019,2019-04-10,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-10,,3,38.761139,-120.88439,Broadcast,,,El Dorado,PFIRS,FALSE
2019,2019-04-11,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-11,,3,38.761139,-120.88439,Broadcast,,,El Dorado,PFIRS,FALSE
2019,2019-04-12,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-12,,3,38.761139,-120.88439,Broadcast,,,El Dorado,PFIRS,FALSE
2019,2019-04-20,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-21,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-22,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-24,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-25,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-25,,3,38.776637,-120.294457,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-04-25,,3,38.776637,-120.294457,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-04-25,,3,38.776637,-120.294457,UNK,,,El Dorado,PFIRS,FALSE
2019,2019-04-25,,3,39.4486,-122.0158,Broadcast,,,Glenn,PFIRS,FALSE
2019,2019-04-26,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-27,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-04-28,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-05-03,,3,34.93014278,-117.9369589,Machine Pile,,,Kern,PFIRS,FALSE
2019,2019-05-04,,3,38.2911,-120.2928,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-05-05,,3,38.2911,-120.2928,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-05-06,,3,38.2911,-120.2928,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-05-07,,3,38.641143,-120.528088,UNK,,,El Dorado,PFIRS,FALSE
2019,2019-05-08,,3,38.641143,-120.528088,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-05-30,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-05-31,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-06-01,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-06-02,,3,38.28649,-120.19304,Hand Pile,,,Calaveras,PFIRS,FALSE
2019,2019-06-05,,3,39.4879,-121.6196,Broadcast,,,Butte,PFIRS,FALSE
2019,2019-09-17,,3,38.917884,-120.755882,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-09-30,,3,38.76070945,-120.5203199,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-11-26,,3,39.6072,-120.7091,Machine Pile,,,Sierra,PFIRS,FALSE
2019,2019-11-26,,3,39.6236,-120.6684,Machine Pile,,,Sierra,PFIRS,FALSE
2019,2019-11-26,,3,39.628,-120.6692,Machine Pile,,,Sierra,PFIRS,FALSE
2019,2019-11-26,,3,39.629,-120.6768,Machine Pile,,,Sierra,PFIRS,FALSE
2019,2019-12-01,,3,38.847618,-119.991843,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-12-02,,3,38.847618,-119.991843,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-12-02,,3,37.777,-119.103,Hand Pile,,,Mono,PFIRS,FALSE
2019,2019-12-03,,3,39.050509,-120.126581,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-12-10,,3,39.055374,-120.125515,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-12-11,,3,39.055374,-120.125515,Hand Pile,,,El Dorado,PFIRS,FALSE
2019,2019-12-12,,3,39.0671,-120.5795,Hand Pile,,,Placer,PFIRS,FALSE
2019,2019-12-12,,3,39.50019,-121.05236,Hand Pile,,,Yuba,PFIRS,FALSE
2019,2019-12-14,,3,38.71584,-120.53565,Machine Pile,,,El Dorado,PFIRS,FALSE
2019,2019-12-17,,3,39.87653443,-121.648429,Hand Pile,,,Butte,PFIRS,FALSE
2019,2019-12-21,,3,38.90189,-120.67362,Machine Pile,,,El Dorado,PFIRS,FALSE
2018,2018-12-04,DRAKE KV PLANT CAL MTN BURN,3.005735397,40.68573023,-121.1797694,,,,Lassen,CALFIRE,FALSE
1988,2018-12-05,BAILY CREEK UNIT #2,3.005801201,40.33410994,-121.1380316,,,,Plumas,CALFIRE,FALSE
2005,2005-05-30,HL_TORNADO,3.015927553,36.80713713,-118.919949,,,,Fresno,CALFIRE,FALSE
2018,2018-10-25,,3.03,39.06471,-120.97339,Broadcast,,,Placer,PFIRS,FALSE
2008,2008-05-08,MINERAL B,3.033361197,40.34701772,-121.6117336,,,,Tehama,CALFIRE,FALSE
2007,2007-11-26,EAGLE RANCH 4,3.040377855,40.73030431,-123.1662318,,,,Trinity,CALFIRE,FALSE
2019,2019-02-01,GOOSE VALLEY STATION - 3 AC,3.04840827,33.07344581,-116.8457315,,,,San Diego,CALFIRE,FALSE
2003,2003-11-10,HL_TORNADO,3.05292654,36.80414249,-118.9242375,,,,Fresno,CALFIRE,FALSE
2012,2012-03-25,Van Vleck,3.068566799,38.47534322,-121.0760002,,,,Sacramento,CALFIRE,FALSE
2019,2019-05-22,STORRIE PAC UNIT 6B,3.074303627,39.93526296,-121.0801792,,,,Plumas,CALFIRE,FALSE
2019,2019-12-11,LOG SPR HELIPAD 2009,3.078125715,39.82789704,-122.7922559,,,,Tehama,CALFIRE,FALSE
2005,2005-06-07,SPANISH/CAMP,3.08772254,39.96695629,-121.0458947,,,,Plumas,CALFIRE,FALSE
2017,2017-06-22,LIVE DRILL 2,3.097413778,38.03973942,-122.5301181,,,,Marin,CALFIRE,FALSE
2019,2019-12-04,,3.1,38.988999,-120.100136,Hand Pile,,,El Dorado,PFIRS,FALSE
2017,2017-11-29,RX BURN,3.106227875,37.81714078,-118.5134389,,,,Mono,CALFIRE,FALSE
2020,2020-05-20,2020-Arnold FFS Broadcast Burn,3.116461754,38.23502077,-120.3644367,,,,Calaveras,CALFIRE,FALSE
2006,2005-10-13,BEARGRASS USB WFPR (06),3.122042894,41.51489088,-123.6466768,,,,Del Norte,CALFIRE,FALSE
1980,1980-09-27,BLUFF ROAD A,3.129671812,41.72243338,-124.1459416,,,,Del Norte,CALFIRE,FALSE
2014,2014-10-17,,3.13,39.017683,-120.125628,Hand Pile,,,El Dorado,PFIRS,FALSE
2009,2001-06-15,NA,3.131251574,40.01237517,-120.435051,,,,Plumas,CALFIRE,FALSE
2019,2019-05-14,TRABUCO STATIONS - SILVERADO -3 AC,3.139489412,33.74333333,-117.6589464,,,,Orange,CALFIRE,FALSE
2019,2019-12-12,TRABUCO STATIONS - SILVERADO -3 AC,3.139489412,33.74333333,-117.6589464,,,,Orange,CALFIRE,FALSE
2015,2015-03-31,NA,3.153194666,39.55049984,-120.1428689,,,,Sierra,CALFIRE,FALSE
2018,2018-06-07,GREYS MOUNTAIN T16,3.161553383,37.39747992,-119.5695916,,,,Madera,CALFIRE,FALSE
1980,1980-06-25,HQ BREAK,3.16330862,36.48122922,-121.1794248,,,,San Benito,CALFIRE,FALSE
2005,2005-01-30,GRINDSTONE TYPE CONVERSION,3.166570902,39.67380851,-122.6434582,,,,Glenn,CALFIRE,FALSE
2020,2020-05-11,"May 11, 2020 Broadcast",3.180775642,38.46730845,-120.4548453,,,,Amador,CALFIRE,FALSE
1979,1979-12-03,S CHALONE2,3.186310291,36.43346035,-121.1628367,,,,San Benito,CALFIRE,FALSE
2019,2019-12-04,2007 OCFR UNIT#192 (HAND),3.18806076,41.33677538,-123.543962,,,,Humboldt,CALFIRE,FALSE
2015,2015-10-08,Creasy 3&4,3.24000001,41.54640127,-123.5186508,,,,Siskiyou,CALFIRE,FALSE
1975,1975-06-19,NA,3.242632627,36.49294917,-121.1699671,,,,San Benito,CALFIRE,FALSE
2020,2019-11-01,JACK CONVENTIONAL,3.273809433,41.26363005,-122.9187516,,,,Siskiyou,CALFIRE,FALSE
2006,2006-11-01,CONNICK CREEK SOD,3.276233196,40.09158739,-123.8258073,,,,Humboldt,CALFIRE,FALSE
2010,2010-10-02,REVISED ICE,3.291378021,35.71934971,-118.5557517,,,,Kern,CALFIRE,FALSE
2009,2009-11-02,NA,3.316651583,37.81923413,-118.8848566,,,,Mono,CALFIRE,FALSE
2018,2018-12-12,TWO BIT THIN # 256,3.321631432,41.92826717,-123.4688749,,,,Siskiyou,CALFIRE,FALSE
2000,2000-01-10,POND,3.324676752,34.68468544,-120.5621653,,,,Santa Barbara,CALFIRE,FALSE
2019,2019-05-15,STORRIE PAC UNIT 7A,3.337568045,39.96057842,-121.0525343,,,,Plumas,CALFIRE,FALSE
2019,2019-04-29,Ostrow_2019,3.359328985,40.10688011,-123.862095,,,,Humboldt,CALFIRE,FALSE
2011,2011-10-21,NA,3.362970829,41.60482129,-122.1618829,,,,Siskiyou,CALFIRE,FALSE
2010,2010-10-19,WEBBERS MILK-VETCH ENHANCEMENT,3.370533466,40.06898204,-120.8469089,,,,Plumas,CALFIRE,FALSE
2010,2010-01-01,Quarry Segment A,3.376532555,36.5826879,-118.7528952,,,,Tulare,CALFIRE,FALSE
2004,2004-03-01,03THICK,3.39328742,40.924834,-123.5926615,,,,Trinity,CALFIRE,FALSE
2008,2008-05-08,MINERAL C,3.397559166,40.3462352,-121.6123171,,,,Tehama,CALFIRE,FALSE
2005,2005-12-06,BEAR GRASS BURN,3.402196169,40.25461883,-123.2354934,,,,Trinity,CALFIRE,FALSE
2007,2007-09-20,LOST LAKE UB,3.438966274,40.15369823,-121.3979187,,,,Plumas,CALFIRE,FALSE
2015,2015-10-09,Gilkison Upper,3.460000038,41.25630005,-123.605351,,,,Humboldt,CALFIRE,FALSE
2018,2018-08-15,PACIFIC UNIT 1,3.465358019,39.27437452,-122.689908,,,,Colusa,CALFIRE,FALSE
2017,2017-06-28,HONEYMOON PLOT,3.466958523,37.33686171,-121.7159509,,,,Santa Clara,CALFIRE,FALSE
2010,2017-06-29,Red Fir,3.469929457,36.60682331,-118.7652002,,,,Tulare,CALFIRE,FALSE
2019,2019-11-26,EASTFORK,3.470801592,37.02991603,-119.0454356,,,,Fresno,CALFIRE,FALSE
2019,2019-03-22,BUTLER FIRE REFORESTATION,3.479900599,41.2489682,-123.356335,,,,Siskiyou,CALFIRE,FALSE
2018,2018-10-06,OCFR RIDGE 09,3.486290455,41.27870556,-123.5259586,,,,Humboldt,CALFIRE,FALSE
2019,2019-05-22,ROAD 1S21Y,3.497961283,37.82921004,-120.1141711,,,,Tuolumne,CALFIRE,FALSE
2018,2018-12-07,HELENA FIRE - BIG BAR RD,3.498975039,40.68556516,-123.214402,,,,Trinity,CALFIRE,FALSE
